id_obat;nama_obat;kategori_penyakit;indikasi;satuan_tersedia;harga_mulai;harga_detail;aturan_pemakaian;dosis;efek_samping;interaksi_obat;jangka_waktu_penggunaan;komposisi;kontra_indikasi;stok;image
100;Intunal-F Tablet;Batuk Dan Flu;Untuk meringankan gejala-gejala fiu seperti demam, sakit kepala, hidung tersumbat, dan bersin-bersin yang disertai batuk;10'S / Box, 10'S / Strip, 4'S / Box, 4'S / Strip;4500;"4'S / Strip: Rp4.500; 4'S / Box: Rp103.500; 10'S / Strip: Rp10.500; 10'S / Box: Rp102.000";Sesudah makan;"Dewasa: 1 tablet 3 kali sehari; Anak-anak 6-12 tahun: 1/2 tablet 3 kali sehari";"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardia; aritmia; mulut kering; palpitasi; retensi urin; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;tidak untuk digunakan dalam jangka panjang;"Paracetamol 500 mg; Phenylpropanolamine HCI 15 mg; Dexchlorpheniramine maleate 2 mg; Dextromethorphan HBr 15 mg; Guaifenesin 50 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Intunal-F%20Tablet%20obat%20kemasan
101;Stop Cold;Batuk Dan Flu;Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk;Box, Strip;3500;"Strip: Rp3.500; Box: Rp50.000";Sebelum atau sesudah makan;Dewasa: 1 tablet, 3 kali sehari;"Mengantuk; gangguan pencernaan; insomnia; gelisah; eksitasi; tremor; takikardi; aritmia ventrikuler; mulut kering; palpitasi; sulit berkemih; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;tidak untuk digunakan dalam jangka panjang;"Paracetamol 500 mg; Pseudoephedrine HCI 30 mg; Chlorphenamine Maleate 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Stop%20Cold%20obat%20kemasan
102;Tera - F;Batuk Dan Flu;Untuk meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk;Box, Strip;5000;"Strip: Rp5.000; Box: Rp46.500";Sesudah makan;"Dewasa dan anak-anak diatas 12 tahun: 1 kaplet, 3-4 kali sehari; Anak-anak 6-12 tahun: 1 1/2 kaplet, 3-4 kali sehari";"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardia; aritmia; palpitasi; retensi urine; mulut kering; Penggunaan dosis besar dan jangka lama menyebabkan kerusakan fungsi hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;tidak untuk digunakan dalam jangka panjang;"Paracetamol 650 mg; Guaifenesin 50 mg; Phenylpropanolamine HCI 15 mg; Chlorphenamine Maleate 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Tera%20-%20F%20obat%20kemasan
103;Paratusin Tablet;Batuk Dan Flu;Untuk meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk;Box, Strip;16500;"Strip: Rp16.500; Box: Rp320.500";Obat diminum sesudah makan;"Dewasa: 1 tablet, 3 x sehari; Anak 6-12 tahun: 1 1/2 tablet, 3 x sehari";"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardi; aritmia; mulut kering; palpitasi; retensi urin; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati";Periggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati;"Paracetamol 500 mg; Guaifenesin 50 mg; Noscapine 10 mg; Phenylpropanolamine HCl 15 mg; Chlorphenamine maleate 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Paratusin%20Tablet%20obat%20kemasan
104;Komix OBH;Batuk Dan Pilek;Untuk meringankan batuk berdahak dan pilek;Box, Sach;2000;"Sach: Rp2.000; Box: Rp49.500";Diberikan sesudah makan;"Dewasa dan anak di atas 12 tahun: 3 kali 2 sachet sehari; Anak 6-12 tahun: 3 kali 1 sachet sehari";"Mengantuk; gangguan pencernaan; sakit kepala; insomnia; gelisah; eksitasi; tremor; takikardi; aritmia; mulut kering; palpitasi; retensi urine";Penggunaan bersama dengan antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;tidak untuk digunakan dalam jangka panjang;"Succus Liquiritae 167 mg; Guaifenesin 100 mg; Phenylephrine 10 mg; Chlorphenamine Maleate 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita hipersensitif terhadap komponen obat ini; Penderita gangguan jantung dan diabetes mellitus";;https://tse.mm.bing.net/th?q=Komix%20OBH%20obat%20kemasan
105;Komix OBH Kids;Batuk Dan Pilek;Untuk meringankan batuk berdahak dan pilek;Box, Sach;1500;"Sach: Rp1.500; Box: Rp12.000";Setelah makan;Anak 6-12 tahun: 3x sehari 1 sachet;"Mengantuk; gangguan pencernaan; sakit kepala; insomnia; gelisah; eksitasi; tremor; takikardi; aritmia; mulut kering; palpitasi; retensi urine";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;tidak untuk digunakan dalam jangka panjang;"Succus Liquiritae 167 mg; Guaifenesin 50 mg; Phenylephrine 5 mg; Chlorphenamine Maleate 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita hipersensitif terhadap komponen obat ini; Penderita gangguan jantung dan diabetes mellitus";;https://tse.mm.bing.net/th?q=Komix%20OBH%20Kids%20obat%20kemasan
106;Molexflu;Flu;Untuk meringankan gejala flu seperti demam,. sakit kepala, hidung tersumbat, dan bersin-bersin;Box, Strip;6000;"Strip: Rp6.000; Box: Rp89.500";Dikonsumsi sebelum atau sesudah makan;"Dewasa: 1 kaplet 3 kali sehari; Anak-anak 6 - 12 tahun: 12 kaplet 3 kali sehari";"Obat ini dapat menyebabkan kantuk gangguan pencernaan; gangguan psikomotor; takikardia; aritmia; mulut kering; palpitasi; retensi urine; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan fungsi hati";Penggunaan bersama anti depresan tipe penghambat MAD dapat mengakibatkan krisis hipertensi;tidak boleh digunakan lebih dari seminggu;"Paracetamol 500 mg; Phenylpropanolamine HCI 12.5 mg; Chlorpheniramine Maleate 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Molexflu%20obat%20kemasan
107;Neozep Forte;Flu;Meringankan gejala-gejala flu seperti demam, sakit kepala, pilek, hidung tersumbat, dan bersin-bersin;Box, Strip;3000;"Strip: Rp3.000; Box: Rp71.500";Obat diminum sesudah makan;"Dewasa: 1 tablet; Anak 6-12 tahun: 12 tablet";"Penggunaan Paracetamol dosis besar dan jangka panjang dapat menyebabkan kerusakan hati; Mengantuk; glaukoma; jantung berdebar; mual; muntah; mulut kering; sulit berkemih; gangguan penglihatan dan psikomotor; sulit bernapas; cemas; hipertensi; Dapat meningkatkan tekanan intraokuler pada anak";"Paracetamol dosis tinggi dapat memperkuat efek obat Warfarin; Penggunaan bersamaan dengan obat antikejang atau obat antituberkulosis isoniazid jangka panjang dapat meningkatkan risiko kerusakan hati; Obat penghambat MAO seperti antidepresi dan anti-Parkinson dapat memperkuat efek Pseudoephedrine HCl; Penggunaan bersamaan dengan alkohol; obat tidur dan obat penenang dapat meningkatkan efek mengantuk";Obat ini tidak disarankan untuk digunakan dalam jangka panjang;"Paracetamol 500 mg; Pseudoephedrine HCI 30 mg; Diphenhydramine HCI 25 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita dengan hipertiroid";;https://tse.mm.bing.net/th?q=Neozep%20Forte%20obat%20kemasan
108;Procold Flu;Flu;Untuk meringankan gejala - gejala flu seperti bersin bersin, hidung tersumbat, demam dan sakit kepala;Box, Strip;4500;"Strip: Rp4.500; Box: Rp99.500";Dikonsumsi sebelum atau sesudah makan;"Dewasa: 3 kali sehari 1 kaplet; Anak 6-12 tahun: 3 kali sehari 1½ kaplet";"Mengantuk; gangguan pencernaan; gangguan psikornotor; takikardi; aritmia; mulut kering; retensi urin; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati; Insomnia; gelisah; eksitasi; tremor dan aritmia ventrikel";"Penggunaan bersama anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi; Dapat menyebabkan kantuk";Penggunaan dosis besar dam jangka panjang menyebabkan kerusakan hati;"Paracetamol 500 mg; Phenylephrine HCI 10 mg; Chlorpheniramine maleat 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes mellitus; Penderita dengan gangguan fungsi hati yang berat; Penderita Hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Procold%20Flu%20obat%20kemasan
109;Sanaflu;Flu;Meringankan gejala flu seperti demam, sakit kepala dan hidung tersumbat;Box, Strip;3000;"Strip: Rp3.000; Box: Rp72.500";Berikan bersama makanan;"Dewasa: 1 kaplet, diminum 3 kali sehari; Anak usia 6-12 tahun: ½ kaplet, diminum 3 kali sehari";"Efek samping yang mungkin terjadi apabila mengkonsumsi Sanaflu adalah; Dalam jangka panjang penggunaan paracetamol dapat merusak organ hati; Meningkatkan tekanan darah";Obat antidepresan golongan MAOI akan menyebabkan krisis hipertensi bila diberikan secara bersamaan dengan Sanaflu;pada penggunaan jangka panjang, dapat meningkatkan resiko kerusakan ginjal termasuk gagal ginjal akut;"Paracetamol 650 mg; Phenylpropanolamine HCl 15 mg";"Hindari penggunaan pada pasien dengan kondisi; Pasien yang memiliki riwayat hipersensitif terhadap salah satu komposisi dari sanaflu; Pasien yang memiliki riwayat penurunan fungsi hati; Pasien yang memiliki riwayat tekanan darah tinggi";;https://tse.mm.bing.net/th?q=Sanaflu%20obat%20kemasan
110;Ultraflu;Flu;Meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin;Box, Strip;3500;"Strip: Rp3.500; Box: Rp72.500";Sesudah makan;Dewasa dan anak usia 12 tahun: 1 kaplet, 3 kali sehari;Dosis besar atau terapi jangka panjang dapat menyebabkan kerusakan hati;"Interaksi obat dapat terjadi saat Ultraflu dikonsumsi bersama beberapa zat aktif berikut Pemberian bersama dengan kelompok obat monoamine oxidase inhibitors MAOI seperti isocarboxazid; linezolid; phenelzine; rasagiline; selegiline dapat memicu naiknya tekanan darah secara tiba-tiba";Penggunaan obat dalam dosis besar dan jangka panjang dapat menyebabkan kerusakan hati;"paracetamol 600 mg; phenylpropanolamine HCl 15 mg; chlorpheniramine maleate 2 mg";Hipersensitif terhadap parasetamol. Pasien dengan disfungsi hati dan ginjal;;https://tse.mm.bing.net/th?q=Ultraflu%20obat%20kemasan
111;Nalgestan;Pilek;Untuk meringankan bersin-bersin dan hidung tersumbat karena pilek;Box, Strip;9500;"Strip: Rp9.500; Box: Rp237.000";Sebelum atau sesudah makan;Dewasa: 1 tablet 3 - 4 kali sehari;"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardia; aritmia; mulut kering; palpitasi; retensi urin";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;tidak disarankan untuk penggunaan jangka panjang;"Phenylpropanolamine HCL 15 mg; Chlorpheniramine Maleate 2 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita hipersensitif terhadap komponen obat ini; Penderita gangguan jantung dan diabetes mellitus";;https://tse.mm.bing.net/th?q=Nalgestan%20obat%20kemasan
